Term,CRN,Subject,Course Number,Attribute,Credits,Title,Days,Time,Building,Instructor
202620,20999,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,M,1530 1620,PHYS,Raja Sabra
202620,21000,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,F,1100 1150,NICELY,Raja Sabra
202620,21000,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,F,1100 1150,NICELY,Raja Sabra
202620,21001,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,R,1400 1450,CHEM,Ryan Hijazi
202620,21001,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,R,1400 1450,CHEM,Ryan Hijazi
202620,21002,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,F,1400 1450,NICELY,Raja Sabra
202620,21002,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,F,1400 1450,NICELY,Raja Sabra
202620,21003,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,R,1530 1620,BLISS,Ryan Hijazi
202620,21003,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,R,1530 1620,BLISS,Ryan Hijazi
202620,21004,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,F,0900 0950,NICELY,Ryan Hijazi
202620,21004,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,F,0900 0950,NICELY,Ryan Hijazi
202620,21005,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,T,1400 1450,CHEM,Rabia Chaudhry
202620,21005,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,T,1400 1450,CHEM,Rabia Chaudhry
202620,21006,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,MW,0900 0950,WEST,Usamah Husni Ramadan
202620,21006,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,MW,0900 0950,WEST,Usamah Husni Ramadan
202620,21007,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,MW,1000 1050,WEST,Usamah Husni Ramadan
202620,21007,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,MW,1000 1050,WEST,Usamah Husni Ramadan
202620,21008,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,TR,1400 1450,CHSC,Zeeshan Samad
202620,21008,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,TR,1400 1450,CHSC,Zeeshan Samad
202620,21009,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,W,1400 1450,PHYS,Pamela Nader
202620,21009,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,W,1400 1450,PHYS,Pamela Nader
202620,21010,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,F,1400 1450,NICELY,Rabia Chaudhry
202620,21010,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,F,1400 1450,NICELY,Rabia Chaudhry
202620,21011,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,R,1530 1620,POST,Najla Nakhle
202620,21011,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,R,1530 1620,POST,Najla Nakhle
202620,21012,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,W,1530 1620,PHYS,Raja Sabra
202620,21012,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,W,1530 1620,PHYS,Raja Sabra
202620,21013,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,W,0800 0850,NICELY,Rabia Chaudhry
202620,21013,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,W,0800 0850,NICELY,Rabia Chaudhry
202620,21014,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,M,0900 0950,NICELY,Rabia Chaudhry
202620,21014,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,M,0900 0950,NICELY,Rabia Chaudhry
202620,21015,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,R,1700 1750,NICELY,Ramzi Karam
202620,21015,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,R,1700 1750,NICELY,Ramzi Karam
202620,21016,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,F,1100 1150,NICELY,Ramzi Karam
202620,21016,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,F,1100 1150,NICELY,Ramzi Karam
202620,21017,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,W,1700 1750,NICELY,Najla Nakhle
202620,21017,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,W,1700 1750,NICELY,Najla Nakhle
202620,21018,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,F,1230 1320,NICELY,Ramzi Karam
202620,21018,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,F,1230 1320,NICELY,Ramzi Karam
202620,21019,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,M,1230 1320,NICELY,Raja Sabra
202620,21019,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,M,1230 1320,NICELY,Raja Sabra
202620,21020,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,W,1400 1450,BLISS,Rabia Chaudhry
202620,21020,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,W,1400 1450,BLISS,Rabia Chaudhry
202620,21021,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,M,1530 1620,PHYS,Rabia Chaudhry
202620,21021,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,M,1530 1620,PHYS,Rabia Chaudhry
202620,21022,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,F,1100 1150,NICELY,Rabia Chaudhry
202620,21022,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,F,1100 1150,NICELY,Rabia Chaudhry
202620,21023,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,F,1230 1320,NICELY,Raja Sabra
202620,21023,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,F,1230 1320,NICELY,Raja Sabra
202620,21024,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,T,1700 1750,NICELY,Rabia Chaudhry
202620,21024,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,T,1700 1750,NICELY,Rabia Chaudhry
202620,21025,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,F,0900 0950,NICELY,Rabia Chaudhry
202620,21025,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,F,0900 0950,NICELY,Rabia Chaudhry
202620,21026,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,T,1530 1620,POST,Rabia Chaudhry
202620,21026,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,T,1530 1620,POST,Rabia Chaudhry
202620,21027,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,TR,0930 1020,CHSC,Malak Makki
202620,21027,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,TR,0930 1020,CHSC,Malak Makki
202620,21028,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,TR,1100 1150,CHSC,Malak Makki
202620,21028,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,TR,1100 1150,CHSC,Malak Makki
202620,21029,ECON,212,Societies and Individuals,3,Element. Macroeconomic Theory,TR,1530 1620,CHSC,Ramzi Karam
202620,21029,ECON,212,Social Sciences I,3,Element. Macroeconomic Theory,TR,1530 1620,CHSC,Ramzi Karam
202620,21036,ECON,217,Societies and Individuals,3,Intermediate Microeconomics,MW,1230 1345,NICELY,Nisreen Salti
202620,21036,ECON,217,Social Sciences I,3,Intermediate Microeconomics,MW,1230 1345,NICELY,Nisreen Salti
202620,21037,ECON,221,Cultures and Histories,3,History of Economic Thought,TR,0930 1045,NICELY,Usamah Husni Ramadan
202620,21037,ECON,221,Humanities I,3,History of Economic Thought,TR,0930 1045,NICELY,Usamah Husni Ramadan
202620,21038,ECON,222,Social Inequalities,3,Labor Economics,MW,1400 1515,NICELY,Nisreen Salti
202620,21038,ECON,222,Societies and Individuals,3,Labor Economics,MW,1400 1515,NICELY,Nisreen Salti
202620,21038,ECON,222,Social Sciences I,3,Labor Economics,MW,1400 1515,NICELY,Nisreen Salti
202620,21040,ECON,237,Social Inequalities,3,Economic Development I,TR,1100 1215,NICELY,Ali Abboud
202620,21040,ECON,237,Societies and Individuals,3,Economic Development I,TR,1100 1215,NICELY,Ali Abboud
202620,21040,ECON,237,Social Sciences I,3,Economic Development I,TR,1100 1215,NICELY,Ali Abboud
202620,21089,EDUC,211,Societies and Individuals,3,The School & the Social Order,TR,1400 1515,FISK,Jinan Karameh
202620,21089,EDUC,211,Social Sciences I,3,The School & the Social Order,TR,1400 1515,FISK,Jinan Karameh
202620,21091,EDUC,215,Societies and Individuals,3,Learning & Human Development,TR,1530 1645,NICELY,Mona El Abed
202620,21091,EDUC,215,Social Sciences I,3,Learning & Human Development,TR,1530 1645,NICELY,Mona El Abed
202620,21093,EDUC,218,Societies and Individuals,3,Children's Literature,MW,1400 1515,FISK,Amal Bou Zeineddine
202620,21093,EDUC,218,Social Sciences I,3,Children's Literature,MW,1400 1515,FISK,Amal Bou Zeineddine
202620,21100,EDUC,230,Social Sciences II,3,Instructional Procedures,W,1530 1759,FISK,Enja Osman
202620,21100,EDUC,230,Societies and Individuals,3,Instructional Procedures,W,1530 1759,FISK,Enja Osman
202620,21101,EDUC,231,Societies and Individuals,3,Reading Instruct. in Elem.Sch,MW,1400 1515,FISK,Ghazi Ghaith
202620,21101,EDUC,231,Social Sciences I,3,Reading Instruct. in Elem.Sch,MW,1400 1515,FISK,Ghazi Ghaith
202620,21104,EDUC,268B,Community Engaged Learning,3,Prac.in Elm.Sc.Homeroom TeacII,F,1530 1759,FISK,Rola Moussa
202620,21105,EDUC,268C,Community Engaged Learning,3,Pract.in Elem.Sc(Lang.Art/S.S),R,1700 1929,FISK,Amal Bou Zeineddine
202620,21106,EDUC,268D,Community Engaged Learning,3,Pract.in Elem.Sc.(Math/Science,T,1600 1829,FISK,Rola Khishfe
202620,21107,EDUC,274,Natural Sciences,3,Science for Elemen Teachers II,TR,1230 1345,FISK,Rola Khishfe
202620,21107,EDUC,274,Understanding the World,3,Science for Elemen Teachers II,TR,1230 1345,FISK,Rola Khishfe
202620,21194,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Ibrahim Issa
202620,21194,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Ibrahim Issa
202620,21195,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,TR,0800 0915,BECHTA,Razane Tajeddine
202620,21195,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,TR,0800 0915,BECHTA,Razane Tajeddine
202620,21196,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,TR,0800 0915,BECHTA,Razane Tajeddine
202620,21196,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,TR,0800 0915,BECHTA,Razane Tajeddine
202620,21197,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Ibrahim Issa
202620,21197,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Ibrahim Issa
202620,21198,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Ibrahim Issa
202620,21198,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Ibrahim Issa
202620,21199,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Rosette Maria Bichara
202620,21199,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Rosette Maria Bichara
202620,21200,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Rosette Maria Bichara
202620,21200,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,MWF,0800 0850,BECHTA,Rosette Maria Bichara
202620,21201,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,TR,0930 1045,IOEC,Ibrahim Issa
202620,21201,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,TR,0930 1045,IOEC,Ibrahim Issa
202620,21202,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,TR,0930 1045,IOEC,Ibrahim Issa
202620,21202,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,TR,0930 1045,IOEC,Ibrahim Issa
202620,21203,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,TR,0930 1045,IOEC,Ibrahim Issa
202620,21203,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,TR,0930 1045,IOEC,Ibrahim Issa
202620,21204,EECE,230,Quantitative Thought,4,Intro to Computation& Program.,TR,0800 0915,BECHTA,Razane Tajeddine
202620,21204,EECE,230,Quantitative Reasoning,4,Intro to Computation& Program.,TR,0800 0915,BECHTA,Razane Tajeddine
202620,21387,ENGL,203,English Communication Skills,3,Academic English,MWF,1100 1150,REYNOL,Nagham Jaber
202620,21387,ENGL,203,Understanding Communication,3,Academic English,MWF,1100 1150,REYNOL,Nagham Jaber
202620,21388,ENGL,203,English Communication Skills,3,Academic English,MWF,1230 1320,REYNOL,Nagham Jaber
202620,21388,ENGL,203,Understanding Communication,3,Academic English,MWF,1230 1320,REYNOL,Nagham Jaber
202620,21389,ENGL,203,English Communication Skills,3,Academic English,TR,1230 1345,FISK,Gacia Danaoghlian
202620,21389,ENGL,203,Understanding Communication,3,Academic English,TR,1230 1345,FISK,Gacia Danaoghlian
202620,21390,ENGL,203,English Communication Skills,3,Academic English,MWF,1000 1050,FISK,Maya Berta Maalouf
202620,21390,ENGL,203,Understanding Communication,3,Academic English,MWF,1000 1050,FISK,Maya Berta Maalouf
202620,21391,ENGL,203,English Communication Skills,3,Academic English,MWF,1000 1050,REYNOL,Nagham Jaber
202620,21391,ENGL,203,Understanding Communication,3,Academic English,MWF,1000 1050,REYNOL,Nagham Jaber
202620,21392,ENGL,203,English Communication Skills,3,Academic English,TR,1100 1215,REYNOL,Rana Bohsali
202620,21392,ENGL,203,Understanding Communication,3,Academic English,TR,1100 1215,REYNOL,Rana Bohsali
202620,21393,ENGL,203,English Communication Skills,3,Academic English,MWF,1230 1320,REYNOL,Rita Maria Ibrahim
202620,21393,ENGL,203,Understanding Communication,3,Academic English,MWF,1230 1320,REYNOL,Rita Maria Ibrahim
202620,21394,ENGL,203,English Communication Skills,3,Academic English,MW,1530 1645,REYNOL,Dima El-Sakalaoui
202620,21394,ENGL,203,Understanding Communication,3,Academic English,MW,1530 1645,REYNOL,Dima El-Sakalaoui
202620,21395,ENGL,203,English Communication Skills,3,Academic English,TR,1400 1515,PHYS,Eliane Salame
202620,21395,ENGL,203,Understanding Communication,3,Academic English,TR,1400 1515,PHYS,Eliane Salame
202620,21396,ENGL,203,English Communication Skills,3,Academic English,MWF,1400 1450,PHYS,Helena Karakazian
202620,21396,ENGL,203,Understanding Communication,3,Academic English,MWF,1400 1450,PHYS,Helena Karakazian
202620,21397,ENGL,203,English Communication Skills,3,Academic English,TR,1400 1515,REYNOL,Jihan Jannoun
202620,21397,ENGL,203,Understanding Communication,3,Academic English,TR,1400 1515,REYNOL,Jihan Jannoun
202620,21398,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21398,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21399,ENGL,203,English Communication Skills,3,Academic English,TR,1100 1215,PHYS,Souha Riman
202620,21399,ENGL,203,Understanding Communication,3,Academic English,TR,1100 1215,PHYS,Souha Riman
202620,21400,ENGL,203,English Communication Skills,3,Academic English,TR,1530 1645,REYNOL,Jihan Jannoun
202620,21400,ENGL,203,Understanding Communication,3,Academic English,TR,1530 1645,REYNOL,Jihan Jannoun
202620,21401,ENGL,203,English Communication Skills,3,Academic English,MWF,1400 1450,REYNOL,Frida Awad
202620,21401,ENGL,203,Understanding Communication,3,Academic English,MWF,1400 1450,REYNOL,Frida Awad
202620,21402,ENGL,203,English Communication Skills,3,Academic English,MWF,1000 1050,FISK,Doaa Obeid
202620,21402,ENGL,203,Understanding Communication,3,Academic English,MWF,1000 1050,FISK,Doaa Obeid
202620,21403,ENGL,203,English Communication Skills,3,Academic English,TR,0800 0915,NICELY,Frida Awad
202620,21403,ENGL,203,Understanding Communication,3,Academic English,TR,0800 0915,NICELY,Frida Awad
202620,21404,ENGL,203,English Communication Skills,3,Academic English,MWF,0800 0850,REYNOL,Zein Shweiry
202620,21404,ENGL,203,Understanding Communication,3,Academic English,MWF,0800 0850,REYNOL,Zein Shweiry
202620,21405,ENGL,203,English Communication Skills,3,Academic English,MWF,0900 0950,FISK,Helena Karakazian
202620,21405,ENGL,203,Understanding Communication,3,Academic English,MWF,0900 0950,FISK,Helena Karakazian
202620,21406,ENGL,203,English Communication Skills,3,Academic English,MWF,1000 1050,FISK,Zein Shweiry
202620,21406,ENGL,203,Understanding Communication,3,Academic English,MWF,1000 1050,FISK,Zein Shweiry
202620,21407,ENGL,203,English Communication Skills,3,Academic English,TR,1230 1345,NICELY,Heba Hodeib
202620,21407,ENGL,203,Understanding Communication,3,Academic English,TR,1230 1345,NICELY,Heba Hodeib
202620,21408,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21408,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21409,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21409,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21410,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21410,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21411,ENGL,203,English Communication Skills,3,Academic English,TR,1400 1515,NICELY,Heba Hodeib
202620,21411,ENGL,203,Understanding Communication,3,Academic English,TR,1400 1515,NICELY,Heba Hodeib
202620,21412,ENGL,203,English Communication Skills,3,Academic English,TR,1530 1645,REYNOL,Eliane Salame
202620,21412,ENGL,203,Understanding Communication,3,Academic English,TR,1530 1645,REYNOL,Eliane Salame
202620,21413,ENGL,203,English Communication Skills,3,Academic English,TR,1230 1345,NICELY,Layla Itani
202620,21413,ENGL,203,Understanding Communication,3,Academic English,TR,1230 1345,NICELY,Layla Itani
202620,21414,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21414,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21415,ENGL,203,English Communication Skills,3,Academic English,MWF,0900 0950,NICELY,Maya Berta Maalouf
202620,21415,ENGL,203,Understanding Communication,3,Academic English,MWF,0900 0950,NICELY,Maya Berta Maalouf
202620,21416,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21416,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21417,ENGL,203,English Communication Skills,3,Academic English,MWF,1400 1450,REYNOL,Rita Maria Ibrahim
202620,21417,ENGL,203,Understanding Communication,3,Academic English,MWF,1400 1450,REYNOL,Rita Maria Ibrahim
202620,21418,ENGL,203,English Communication Skills,3,Academic English,TR,1530 1645,REYNOL,Jinane Chehade
202620,21418,ENGL,203,Understanding Communication,3,Academic English,TR,1530 1645,REYNOL,Jinane Chehade
202620,21419,ENGL,203,English Communication Skills,3,Academic English,MWF,0900 0950,FISK,Doaa Obeid
202620,21419,ENGL,203,Understanding Communication,3,Academic English,MWF,0900 0950,FISK,Doaa Obeid
202620,21420,ENGL,203,English Communication Skills,3,Academic English,MWF,1400 1450,PHYS,Rabab Kodeih
202620,21420,ENGL,203,Understanding Communication,3,Academic English,MWF,1400 1450,PHYS,Rabab Kodeih
202620,21421,ENGL,203,English Communication Skills,3,Academic English,TR,0800 0915,REYNOL,Layla Itani
202620,21421,ENGL,203,Understanding Communication,3,Academic English,TR,0800 0915,REYNOL,Layla Itani
202620,21422,ENGL,203,English Communication Skills,3,Academic English,MWF,0800 0850,REYNOL,Ruba Hemadeh
202620,21422,ENGL,203,Understanding Communication,3,Academic English,MWF,0800 0850,REYNOL,Ruba Hemadeh
202620,21423,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21423,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21424,ENGL,203,English Communication Skills,3,Academic English,TR,1100 1215,NICELY,Layla Itani
202620,21424,ENGL,203,Understanding Communication,3,Academic English,TR,1100 1215,NICELY,Layla Itani
202620,21425,ENGL,203,English Communication Skills,3,Academic English,TR,1100 1215,NICELY,Fatima Kassem Moussa
202620,21425,ENGL,203,Understanding Communication,3,Academic English,TR,1100 1215,NICELY,Fatima Kassem Moussa
202620,21426,ENGL,203,English Communication Skills,3,Academic English,MWF,1100 1150,REYNOL,Rita Maria Ibrahim
202620,21426,ENGL,203,Understanding Communication,3,Academic English,MWF,1100 1150,REYNOL,Rita Maria Ibrahim
202620,21427,ENGL,203,English Communication Skills,3,Academic English,TR,1530 1645,PHYS,Randa Al Ayash
202620,21427,ENGL,203,Understanding Communication,3,Academic English,TR,1530 1645,PHYS,Randa Al Ayash
202620,21428,ENGL,203,English Communication Skills,3,Academic English,TR,0930 1045,NICELY,Randa Al Ayash
202620,21428,ENGL,203,Understanding Communication,3,Academic English,TR,0930 1045,NICELY,Randa Al Ayash
202620,21429,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21429,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21430,ENGL,203,English Communication Skills,3,Academic English,TR,1400 1515,REYNOL,Ilsa Awwad
202620,21430,ENGL,203,Understanding Communication,3,Academic English,TR,1400 1515,REYNOL,Ilsa Awwad
202620,21431,ENGL,203,English Communication Skills,3,Academic English,MWF,1000 1050,REYNOL,Elie Matta
202620,21431,ENGL,203,Understanding Communication,3,Academic English,MWF,1000 1050,REYNOL,Elie Matta
202620,21432,ENGL,203,English Communication Skills,3,Academic English,MWF,1400 1450,REYNOL,Ruba Hemadeh
202620,21432,ENGL,203,Understanding Communication,3,Academic English,MWF,1400 1450,REYNOL,Ruba Hemadeh
202620,21433,ENGL,203,English Communication Skills,3,Academic English,TR,1530 1620,PHYS,Elie Matta
202620,21433,ENGL,203,Understanding Communication,3,Academic English,TR,1530 1620,PHYS,Elie Matta
202620,21434,ENGL,203,English Communication Skills,3,Academic English,,,,
202620,21434,ENGL,203,Understanding Communication,3,Academic English,,,,
202620,21435,ENGL,203,English Communication Skills,3,Academic English,MWF,0900 0950,REYNOL,Ruba Hemadeh
202620,21435,ENGL,203,Understanding Communication,3,Academic English,MWF,0900 0950,REYNOL,Ruba Hemadeh
202620,21436,ENGL,203,English Communication Skills,3,Academic English,TR,1400 1515,FISK,Gacia Danaoghlian
202620,21436,ENGL,203,Understanding Communication,3,Academic English,TR,1400 1515,FISK,Gacia Danaoghlian
202620,21437,ENGL,203,English Communication Skills,3,Academic English,MWF,1000 1050,NICELY,Helena Karakazian
202620,21437,ENGL,203,Understanding Communication,3,Academic English,MWF,1000 1050,NICELY,Helena Karakazian
202620,21438,ENGL,203,English Communication Skills,3,Academic English,TR,1530 1645,NICELY,Gacia Danaoghlian
202620,21438,ENGL,203,Understanding Communication,3,Academic English,TR,1530 1645,NICELY,Gacia Danaoghlian
202620,21439,ENGL,203,English Communication Skills,3,Academic English,TR,1230 1345,FISK,Layl Andary
202620,21439,ENGL,203,Understanding Communication,3,Academic English,TR,1230 1345,FISK,Layl Andary
202620,21440,ENGL,204,English Communication Skills,3,Adv Academic English,MWF,1000 1050,PHYS,Rima Shadid
202620,21440,ENGL,204,Understanding Communication,3,Adv Academic English,MWF,1000 1050,PHYS,Rima Shadid
202620,21441,ENGL,204,English Communication Skills,3,Adv Academic English,MWF,1230 1320,PHYS,Rabab Kodeih
202620,21441,ENGL,204,Understanding Communication,3,Adv Academic English,MWF,1230 1320,PHYS,Rabab Kodeih
202620,21442,ENGL,204,English Communication Skills,3,Adv Academic English,TR,0930 1045,REYNOL,Stacey Anne Johnson
202620,21442,ENGL,204,Understanding Communication,3,Adv Academic English,TR,0930 1045,REYNOL,Stacey Anne Johnson
202620,21443,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1230 1345,NICELY,Tamara Sleiman
202620,21443,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1230 1345,NICELY,Tamara Sleiman
202620,21444,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1230 1345,PHYS,Stacey Anne Johnson
202620,21444,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1230 1345,PHYS,Stacey Anne Johnson
202620,21445,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1230 1345,REYNOL,Souha Riman
202620,21445,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1230 1345,REYNOL,Souha Riman
202620,21446,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1400 1515,REYNOL,Souha Riman
202620,21446,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1400 1515,REYNOL,Souha Riman
202620,21447,ENGL,204,English Communication Skills,3,Adv Academic English,TR,0800 0915,REYNOL,Stacey Anne Johnson
202620,21447,ENGL,204,Understanding Communication,3,Adv Academic English,TR,0800 0915,REYNOL,Stacey Anne Johnson
202620,21448,ENGL,204,English Communication Skills,3,Adv Academic English,MWF,1100 1150,REYNOL,Rabab Kodeih
202620,21448,ENGL,204,Understanding Communication,3,Adv Academic English,MWF,1100 1150,REYNOL,Rabab Kodeih
202620,21449,ENGL,204,English Communication Skills,3,Adv Academic English,MWF,1230 1320,PHYS,Rima Shadid
202620,21449,ENGL,204,Understanding Communication,3,Adv Academic English,MWF,1230 1320,PHYS,Rima Shadid
202620,21450,ENGL,204,English Communication Skills,3,Adv Academic English,MWF,1100 1150,PHYS,Rima Shadid
202620,21450,ENGL,204,Understanding Communication,3,Adv Academic English,MWF,1100 1150,PHYS,Rima Shadid
202620,21451,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1230 1345,REYNOL,Sawsan Maktabi
202620,21451,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1230 1345,REYNOL,Sawsan Maktabi
202620,21452,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1230 1345,REYNOL,Dorota Fleszar
202620,21452,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1230 1345,REYNOL,Dorota Fleszar
202620,21453,ENGL,204,English Communication Skills,3,Adv Academic English,,,,
202620,21453,ENGL,204,Understanding Communication,3,Adv Academic English,,,,
202620,21454,ENGL,204,English Communication Skills,3,Adv Academic English,TR,0930 1045,FISK,Tamara Sleiman
202620,21454,ENGL,204,Understanding Communication,3,Adv Academic English,TR,0930 1045,FISK,Tamara Sleiman
202620,21455,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1400 1515,PHYS,Fatima Kassem Moussa
202620,21455,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1400 1515,PHYS,Fatima Kassem Moussa
202620,21456,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1100 1215,REYNOL,Sawsan Maktabi
202620,21456,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1100 1215,REYNOL,Sawsan Maktabi
202620,21457,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1400 1515,PHYS,Anita Moutchoyan
202620,21457,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1400 1515,PHYS,Anita Moutchoyan
202620,21458,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1100 1215,NICELY,Tamara Sleiman
202620,21458,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1100 1215,NICELY,Tamara Sleiman
202620,21459,ENGL,204,English Communication Skills,3,Adv Academic English,TR,1400 1515,FISK,Layl Andary
202620,21459,ENGL,204,Understanding Communication,3,Adv Academic English,TR,1400 1515,FISK,Layl Andary
202620,21460,ENGL,204,English Communication Skills,3,Adv Academic English,TR,0800 0915,FISK,Zein Shweiry
202620,21460,ENGL,204,Understanding Communication,3,Adv Academic English,TR,0800 0915,FISK,Zein Shweiry
202620,21461,ENGL,204,English Communication Skills,3,Adv Academic English,TR,0930 1045,REYNOL,Sawsan Maktabi
202620,21461,ENGL,204,Understanding Communication,3,Adv Academic English,TR,0930 1045,REYNOL,Sawsan Maktabi
